name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Sableye,Pokémon,Basic,80,Darkness,,,"[Darkness] Cocky Claw 20+ — If you have any Stage 2 Darkness Pokémon on your Bench, this attack does 70 more damage.",Grass ×2,,1,PFL,Phantasmal Flames,59,Common,I,
Sableye,Pokémon,Basic,70,Darkness,,,"[Colorless] Night Eyes — Your opponent's Active Pokémon is now Asleep. | [Darkness] Unseen Claw 20+ — If your opponent's Active Pokémon is affected by a Special Condition, this attack does 70 more damage.",Grass ×2,,1,PAL,Paldea Evolved,136,Rare,G,
Sableye,Pokémon,Basic,70,Darkness,,,"[Colorless] Night Eyes — Your opponent's Active Pokémon is now Asleep. | [Darkness] Unseen Claw 20+ — If your opponent's Active Pokémon is affected by a Special Condition, this attack does 70 more damage.",Grass ×2,,1,PAF,Paldean Fates,184,Shiny Rare,G,
Sableye,Pokémon,Basic,70,Darkness,,,"[Darkness] Claw Slash 20 | [Colorless,Colorless] Damage Collection — You may move any number of damage counters from your opponent's Benched Pokémon to their Active Pokémon.",Grass ×2,,1,TEF,Temporal Forces,107,Uncommon,H,
Salamence ex,Pokémon,"Stage 2,ex",320,Dragon,Shelgon,,"[Fire,Colorless,Colorless] Wide Blast — This attack does 50 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) | [Fire,Water,Colorless,Colorless] Dragon Impact 300 — Discard 2 Energy from this Pokémon.",,,2,JTG,Journey Together,114,Double Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Salamence ex,Pokémon,"Stage 2,ex",320,Dragon,Shelgon,,"[Fire,Colorless,Colorless] Wide Blast — This attack does 50 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) | [Fire,Water,Colorless,Colorless] Dragon Impact 300 — Discard 2 Energy from this Pokémon.",,,2,JTG,Journey Together,177,Ultra Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Salamence ex,Pokémon,"Stage 2,ex",320,Dragon,Shelgon,,"[Fire,Colorless,Colorless] Wide Blast — This attack does 50 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) | [Fire,Water,Colorless,Colorless] Dragon Impact 300 — Discard 2 Energy from this Pokémon.",,,2,JTG,Journey Together,187,Special Illustration Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Salandit,Pokémon,Basic,70,Fire,,,[Fire] Ember 30 — Discard an Energy from this Pokémon.,Water ×2,,1,ASC,Ascended Heroes,34,Common,H,
Salandit,Pokémon,Basic,70,Darkness,,,"[Darkness] Suffocating Gas 10 | [Darkness,Colorless] Scratch 30",Fighting ×2,,1,OBF,Obsidian Flames,139,Common,G,
Salandit,Pokémon,Basic,70,Fire,,,[Fire] Ember 30 — Discard an Energy from this Pokémon.,Water ×2,,1,SCR,Stellar Crown,23,Common,H,
Salazzle,Pokémon,Stage 1,120,Fire,Salandit,,"[Colorless,Colorless] Sudden Scorching — Your opponent discards a card from their hand. If this Pokémon evolved from Salandit during this turn, your opponent discards 2 more cards. | [Fire,Colorless,Colorless] Flamethrower 130 — Discard an Energy from this Pokémon.",Water ×2,,1,ASC,Ascended Heroes,35,Uncommon,H,
Salazzle,Pokémon,Stage 1,120,Fire,Salandit,,"[Colorless,Colorless] Sudden Scorching — Your opponent discards a card from their hand. If this Pokémon evolved from Salandit during this turn, your opponent discards 2 more cards. | [Fire,Colorless,Colorless] Flamethrower 130 — Discard an Energy from this Pokémon.",Water ×2,,1,ASC,Ascended Heroes,224,Illustration Rare,H,
