name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
Gabite,Pokémon,Stage 1,100,Fighting,Gible,,[Fighting] Power Blast 50 — Discard an Energy from this Pokémon.,Grass ×2,,1,PAR,Paradox Rift,95,Common,G,
Galarian Linoone,Pokémon,Stage 1,90,Darkness,Galarian Zigzagoon,,"[Darkness] Gnaw 20 | [Darkness,Colorless] Claw Slash 50",Grass ×2,,2,ASC,Ascended Heroes,131,Common,I,
Galarian Obstagoon,Pokémon,Stage 2,170,Darkness,Galarian Linoone,,"[Darkness,Colorless] Scarring Shout 70× — This attack does 70 damage for each damage counter on your opponent's Active Pokémon. | [Darkness,Colorless,Colorless] Punk Smash 160 — Discard an Energy from this Pokémon.",Grass ×2,,2,ASC,Ascended Heroes,132,Uncommon,I,
Galarian Obstagoon,Pokémon,Stage 2,170,Darkness,Galarian Linoone,,"[Darkness,Colorless] Scarring Shout 70× — This attack does 70 damage for each damage counter on your opponent's Active Pokémon. | [Darkness,Colorless,Colorless] Punk Smash 160 — Discard an Energy from this Pokémon.",Grass ×2,,2,ASC,Ascended Heroes,245,Illustration Rare,I,
Galarian Stunfisk,Pokémon,Basic,100,Metal,,,"[Colorless,Colorless] Mud-Slap 40 | [Colorless,Colorless,Colorless] Bounding Bite 100 — This Pokémon also does 30 damage to itself.",Fire ×2,Grass -30,2,JTG,Journey Together,106,Common,H,
Galarian Zigzagoon,Pokémon,Basic,70,Darkness,,,[Darkness] Gnaw 10,Grass ×2,,1,ASC,Ascended Heroes,130,Common,I,
Galvantula,Pokémon,Stage 1,90,Lightning,Joltik,,[Lightning] Discharge 50× — Discard all Lightning Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.,Fighting ×2,,1,WHT,White Flare,34,Uncommon,I,
Galvantula,Pokémon,Stage 1,90,Lightning,Joltik,,[Lightning] Discharge 50× — Discard all Lightning Energy from this Pokémon. This attack does 50 damage for each card you discarded in this way.,Fighting ×2,,1,WHT,White Flare,117,Illustration Rare,I,
Galvantula,Pokémon,Stage 1,100,Lightning,Joltik,,[Lightning] Electrobullet 50 — This attack also does 30 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),Fighting ×2,,1,PAR,Paradox Rift,65,Common,G,
Galvantula,Pokémon,Stage 1,100,Grass,Joltik,[Ability] Compound Eyes: Attacks used by this Pokémon do 50 more damage to your opponent's Active Pokémon that has an Ability (before applying Weakness and Resistance).,"[Grass,Colorless] Shocking Web 50+ — If this Pokémon has any Lightning Energy attached, this attack does 80 more damage.",Fire ×2,,1,SFA,Shrouded Fable,2,Uncommon,H,
Galvantula ex,Pokémon,"Stage 1,Tera,ex",260,Lightning,Joltik,,"[Lightning,Colorless] Charged Web 110+ — If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 110 more damage. | [Grass,Lightning,Fighting] Fulgurite 180 — Discard all Energy from this Pokémon. During your opponent's next turn, they can't play any Item cards from their hand.",Fighting ×2,,1,SCR,Stellar Crown,51,Double Rare,H,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's). | Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Galvantula ex,Pokémon,"Stage 1,Tera,ex",260,Lightning,Joltik,,"[Lightning,Colorless] Charged Web 110+ — If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 110 more damage. | [Grass,Lightning,Fighting] Fulgurite 180 — Discard all Energy from this Pokémon. During your opponent's next turn, they can't play any Item cards from their hand.",Fighting ×2,,1,SCR,Stellar Crown,159,Ultra Rare,H,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's). | Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Galvantula ex,Pokémon,"Stage 1,Tera,ex",260,Lightning,Joltik,,"[Lightning,Colorless] Charged Web 110+ — If your opponent's Active Pokémon is a Pokémon ex or Pokémon V, this attack does 110 more damage. | [Grass,Lightning,Fighting] Fulgurite 180 — Discard all Energy from this Pokémon. During your opponent's next turn, they can't play any Item cards from their hand.",Fighting ×2,,1,SCR,Stellar Crown,168,Special Illustration Rare,H,"As long as this Pokémon is on your Bench, prevent all damage done to this Pokémon by attacks (both yours and your opponent's). | Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
Garbodor,Pokémon,Stage 1,140,Darkness,Trubbish,,"[Darkness] Suffocating Gas 40 | [Darkness,Darkness,Colorless] Gunk Shot 120 — Your opponent's Active Pokémon is now Poisoned.",Fighting ×2,,3,WHT,White Flare,60,Uncommon,I,
Garbodor,Pokémon,Stage 1,140,Darkness,Trubbish,,"[Darkness] Suffocating Gas 40 | [Darkness,Darkness,Colorless] Gunk Shot 120 — Your opponent's Active Pokémon is now Poisoned.",Fighting ×2,,3,WHT,White Flare,141,Illustration Rare,I,
Garbodor,Pokémon,Stage 1,120,Darkness,Trubbish,,"[Darkness] Chuck 50× — Discard any number of Pokémon Tool cards from your hand. This attack does 50 damage for each card you discarded in this way. | [Darkness,Colorless,Colorless] Venomous Hit 80 — Your opponent's Active Pokémon is now Poisoned.",Fighting ×2,,3,PAR,Paradox Rift,117,Uncommon,G,
