name,supertype,subtypes,hp,types,evolves_from,abilities,attacks,weaknesses,resistances,retreat_cost,set_code,set_name,number,rarity,regulation_mark,rules
N's Darmanitan,Pokémon,Stage 1,140,Fire,N's Darumaka,,"[Colorless,Colorless] Back Draft 30× — This attack does 30 damage for each Basic Energy card in your opponent's discard pile. | [Fire,Fire,Colorless] Flamebody Cannon 90 — Discard all Energy from this Pokémon, and this attack also does 90 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Water ×2,,3,ASC,Ascended Heroes,33,Uncommon,I,
N's Darmanitan,Pokémon,Stage 1,140,Fire,N's Darumaka,,"[Colorless,Colorless] Back Draft 30× — This attack does 30 damage for each Basic Energy card in your opponent's discard pile. | [Fire,Fire,Colorless] Flamebody Cannon 90 — Discard all Energy from this Pokémon, and this attack also does 90 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Water ×2,,3,JTG,Journey Together,27,Uncommon,I,
N's Darumaka,Pokémon,Basic,80,Fire,,,"[Colorless,Colorless] Rolling Tackle 20 | [Fire,Fire,Colorless] Flare 50",Water ×2,,2,ASC,Ascended Heroes,32,Common,I,
N's Darumaka,Pokémon,Basic,80,Fire,,,"[Colorless,Colorless] Rolling Tackle 20 | [Fire,Fire,Colorless] Flare 50",Water ×2,,2,JTG,Journey Together,26,Common,I,
N's Joltik,Pokémon,Basic,40,Lightning,,,"[Colorless,Colorless] Zapping Short 30 — Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon. If you discarded a Pokémon Tool in this way, your opponent's Active Pokémon is now Paralyzed.",Fighting ×2,,1,JTG,Journey Together,49,Common,I,
N's Klang,Pokémon,Stage 1,90,Metal,N's Klink,,"[Colorless] Spinning Gears 20 — Your opponent's Active Pokémon is now Confused. | [Metal,Colorless] Confront 40",Fire ×2,Grass -30,3,JTG,Journey Together,104,Common,I,
N's Klink,Pokémon,Basic,60,Metal,,,[Colorless] Double Spin 10× — Flip 2 coins. This attack does 10 damage for each heads.,Fire ×2,Grass -30,1,JTG,Journey Together,103,Common,I,
N's Klinklang,Pokémon,Stage 2,160,Metal,N's Klang,,"[Colorless] Magnetic Blast 50 | [Metal,Metal,Colorless] Triple Smash 120× — Flip 3 coins. This attack does 120 damage for each heads.",Fire ×2,Grass -30,3,JTG,Journey Together,105,Uncommon,I,
N's Purrloin,Pokémon,Basic,70,Darkness,,,"[Darkness,Colorless] Thieving Swipe 30 — Your opponent reveals their hand, and you choose a card you find there and put it on the bottom of their deck.",Grass ×2,,1,JTG,Journey Together,96,Common,I,
N's Reshiram,Pokémon,Basic,130,Dragon,,,"[Fire,Lightning] Powerful Rage 20× — This attack does 20 damage for each damage counter on this Pokémon. | [Fire,Fire,Lightning,Colorless] Virtuous Flame 170",,,2,ASC,Ascended Heroes,154,Rare,I,
N's Reshiram,Pokémon,Basic,130,Dragon,,,"[Fire,Lightning] Powerful Rage 20× — This attack does 20 damage for each damage counter on this Pokémon. | [Fire,Fire,Lightning,Colorless] Virtuous Flame 170",,,2,JTG,Journey Together,116,Rare,I,
N's Reshiram,Pokémon,Basic,130,Dragon,,,"[Fire,Lightning] Powerful Rage 20× — This attack does 20 damage for each damage counter on this Pokémon. | [Fire,Fire,Lightning,Colorless] Virtuous Flame 170",,,2,JTG,Journey Together,167,Illustration Rare,I,
N's Sigilyph,Pokémon,Basic,110,Psychic,,,"[Psychic] Psychic Sphere 20 | [Psychic,Colorless,Colorless] Victory Symbol — If you use this attack when you have exactly 1 Prize card remaining, you win this game.",Lightning ×2,Fighting -30,1,JTG,Journey Together,64,Common,I,
N's Vanillish,Pokémon,Stage 1,100,Water,N's Vanillite,,"[Colorless] Flop 20 | [Water,Colorless,Colorless] Sheer Cold 60 — During your opponent's next turn, the Defending Pokémon can't use attacks.",Metal ×2,,1,ASC,Ascended Heroes,50,Common,I,
N's Vanillite,Pokémon,Basic,60,Water,,,"[Colorless] Call for Family — Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck. | [Water,Colorless] Icy Snow 20",Metal ×2,,1,ASC,Ascended Heroes,49,Common,I,
N's Vanilluxe,Pokémon,Stage 2,150,Water,N's Vanillish,,"[Colorless,Colorless] Snow Coating — Double the number of damage counters on each of your opponent's Pokémon. | [Water,Colorless,Colorless] Blizzard 120 — This attack also does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",Metal ×2,,2,ASC,Ascended Heroes,51,Uncommon,I,
N's Zekrom,Pokémon,Basic,130,Dragon,,,"[Colorless,Colorless,Colorless] Shred 70 — This attack's damage isn't affected by any effects on your opponent's Active Pokémon. | [Fire,Lightning,Lightning,Colorless] Rampaging Thunder 250 — During your next turn, this Pokémon can't use attacks.",,,2,ASC,Ascended Heroes,155,Rare,I,
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,ASC,Ascended Heroes,137,Double Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,ASC,Ascended Heroes,286,Special Illustration Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,JTG,Journey Together,98,Double Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,JTG,Journey Together,175,Ultra Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,JTG,Journey Together,185,Special Illustration Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
N's Zoroark ex,Pokémon,"Stage 1,ex",280,Darkness,N's Zorua,"[Ability] Trade: You must discard a card from your hand in order to use this Ability. Once during your turn, you may draw 2 cards.","[Darkness,Darkness] Night Joker — Choose 1 of your Benched N's Pokémon's attacks and use it as this attack.",Grass ×2,,2,JTG,Journey Together,189,Hyper Rare,I,"Pokémon ex rule: When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards."
